ID,Abundance,Type2
bpm,0.416666666667,Ketone biosynth
ava,0.416666666667,Ketone biosynth
ava,0.0555555555556,Ketone biosynth
ava,0.538461538462,Ketone biosynth
mmw,0.166666666667,Ketone biosynth
mmw,0.5,Ketone biosynth
mmw,0.666666666667,Ketone biosynth
bma,0.666666666667,Ketone biosynth
bma,0.538461538462,Ketone biosynth
det,0.25,Ketone biosynth
avi,0.615384615385,Ketone biosynth
avi,0.5,Ketone biosynth
avi,0.5,Ketone biosynth
avi,0.666666666667,Ketone biosynth
avi,0.111111111111,Ketone biosynth
rpi,0.666666666667,Ketone biosynth
mdi,0.333333333333,Ketone biosynth
mdi,0.5,Ketone biosynth
mdi,0.111111111111,Ketone biosynth
mdi,0.5,Ketone biosynth
dge,0.538461538462,Ketone biosynth
ttu,0.615384615385,Ketone biosynth
bfa,0.111111111111,Ketone biosynth
dge,0.222222222222,Ketone biosynth
dge,0.333333333333,Ketone biosynth
etr,0.615384615385,Ketone biosynth
etr,0.666666666667,Ketone biosynth
etr,0.416666666667,Ketone biosynth
cco,0.5,Ketone biosynth
bbi,0.0769230769231,Ketone biosynth
bbi,0.166666666667,Ketone biosynth
ppu,0.666666666667,Ketone biosynth
ppu,0.416666666667,Ketone biosynth
ppu,0.277777777778,Ketone biosynth
ppu,0.615384615385,Ketone biosynth
bmc,0.5,Ketone biosynth
bmc,0.666666666667,Ketone biosynth
bmc,0.615384615385,Ketone biosynth
bmc,0.166666666667,Ketone biosynth
bmc,0.5,Ketone biosynth
xoo,0.222222222222,Ketone biosynth
ebi,0.222222222222,Ketone biosynth
ran,0.538461538462,Ketone biosynth
bbp,0.0769230769231,Ketone biosynth
tde,0.5,Ketone biosynth
saw,0.666666666667,Ketone biosynth
saw,0.5,Ketone biosynth
rpt,0.666666666667,Ketone biosynth
rpt,0.5,Ketone biosynth
rpt,0.615384615385,Ketone biosynth
avn,0.666666666667,Ketone biosynth
avn,0.416666666667,Ketone biosynth
avn,0.277777777778,Ketone biosynth
avn,0.538461538462,Ketone biosynth
avn,0.5,Ketone biosynth
etw,0.5,Ketone biosynth
mea,0.166666666667,Ketone biosynth
mea,0.615384615385,Ketone biosynth
mea,0.333333333333,Ketone biosynth
mea,0.5,Ketone biosynth
gbr,0.25,Ketone biosynth
tdn,0.5,Ketone biosynth
xop,0.666666666667,Ketone biosynth
xop,0.277777777778,Ketone biosynth
xop,0.615384615385,Ketone biosynth
nda,0.666666666667,Ketone biosynth
vvy,0.416666666667,Ketone biosynth
vvy,0.5,Ketone biosynth
din,0.5,Ketone biosynth
hse,0.615384615385,Ketone biosynth
mel,0.333333333333,Ketone biosynth
seh,0.222222222222,Ketone biosynth
seh,0.5,Ketone biosynth
seh,0.333333333333,Ketone biosynth
seh,0.583333333333,Ketone biosynth
bmd,0.277777777778,Ketone biosynth
bmd,0.538461538462,Ketone biosynth
bmd,0.5,Ketone biosynth
bmd,0.5,Ketone biosynth
bmd,0.666666666667,Ketone biosynth
fal,0.538461538462,Ketone biosynth
bps,0.416666666667,Ketone biosynth
nwa,0.333333333333,Ketone biosynth
nwa,0.5,Ketone biosynth
nwa,0.5,Ketone biosynth
nwa,0.166666666667,Ketone biosynth
ter,0.416666666667,Ketone biosynth
ter,0.461538461538,Ketone biosynth
ter,0.5,Ketone biosynth
bae,1,Ketone biosynth
bae,0.5,Ketone biosynth
bae,0.5,Ketone biosynth
bae,0.222222222222,Ketone biosynth
bae,0.538461538462,Ketone biosynth
mes,0.277777777778,Ketone biosynth
mes,0.5,Ketone biosynth
mes,0.333333333333,Ketone biosynth
spi,0.538461538462,Ketone biosynth
spi,0.666666666667,Ketone biosynth
spi,0.416666666667,Ketone biosynth
bme,0.5,Ketone biosynth
bme,0.666666666667,Ketone biosynth
bme,0.166666666667,Ketone biosynth
bme,0.5,Ketone biosynth
bme,0.615384615385,Ketone biosynth
fba,0.538461538462,Ketone biosynth
sei,0.615384615385,Ketone biosynth
spj,0.416666666667,Ketone biosynth
spj,0.5,Ketone biosynth
tfu,0.333333333333,Ketone biosynth
tfu,0.222222222222,Ketone biosynth
baf,0.666666666667,Ketone biosynth
baf,0.5,Ketone biosynth
bah,0.5,Ketone biosynth
bah,0.416666666667,Ketone biosynth
sah,0.111111111111,Ketone biosynth
cfl,0.5,Ketone biosynth
smt,0.416666666667,Ketone biosynth
nwi,0.166666666667,Ketone biosynth
smt,0.277777777778,Ketone biosynth
mgi,0.25,Ketone biosynth
mgi,0.5,Ketone biosynth
mgi,0.666666666667,Ketone biosynth
mgi,0.384615384615,Ketone biosynth
rru,0.5,Ketone biosynth
rru,0.5,Ketone biosynth
ecc,0.5,Ketone biosynth
ecc,0.333333333333,Ketone biosynth
fjo,0.5,Ketone biosynth
fjo,0.615384615385,Ketone biosynth
bpy,0.277777777778,Ketone biosynth
emi,0.5,Ketone biosynth
spk,0.0555555555556,Ketone biosynth
sbo,0.5,Ketone biosynth
gem,0.333333333333,Ketone biosynth
bmi,0.5,Ketone biosynth
bmi,0.111111111111,Ketone biosynth
bmi,0.615384615385,Ketone biosynth
bai,0.5,Ketone biosynth
bai,0.666666666667,Ketone biosynth
bai,0.416666666667,Ketone biosynth
bai,0.222222222222,Ketone biosynth
bai,0.538461538462,Ketone biosynth
dno,0.5,Ketone biosynth
dpr,0.5,Ketone biosynth
dpr,0.583333333333,Ketone biosynth
dpr,0.307692307692,Ketone biosynth
dpr,0.666666666667,Ketone biosynth
dpr,0.0555555555556,Ketone biosynth
mil,0.277777777778,Ketone biosynth
mil,0.5,Ketone biosynth
mil,0.538461538462,Ketone biosynth
mil,1,Ketone biosynth
mil,0.333333333333,Ketone biosynth
msu,0.5,Ketone biosynth
msu,0.416666666667,Ketone biosynth
cgb,0.166666666667,Ketone biosynth
rsc,0.615384615385,Ketone biosynth
rsc,0.5,Ketone biosynth
rsc,0.277777777778,Ketone biosynth
rsc,0.666666666667,Ketone biosynth
rsc,0.5,Ketone biosynth
fnu,0.384615384615,Ketone biosynth
fnu,0.416666666667,Ketone biosynth
oca,0.333333333333,Ketone biosynth
oca,0.5,Ketone biosynth
oca,0.5,Ketone biosynth
vco,0.333333333333,Ketone biosynth
bra,0.5,Ketone biosynth
dps,0.5,Ketone biosynth
dps,0.5,Ketone biosynth
dps,0.461538461538,Ketone biosynth
oih,0.5,Ketone biosynth
oih,0.416666666667,Ketone biosynth
fps,0.5,Ketone biosynth
fps,0.5,Ketone biosynth
fps,0.111111111111,Ketone biosynth
fps,0.615384615385,Ketone biosynth
xau,0.666666666667,Ketone biosynth
ypi,0.5,Ketone biosynth
bmj,0.416666666667,Ketone biosynth
rsl,0.5,Ketone biosynth
rsl,0.666666666667,Ketone biosynth
bal,0.416666666667,Ketone biosynth
bal,0.538461538462,Ketone biosynth
bal,0.666666666667,Ketone biosynth
bal,0.222222222222,Ketone biosynth
bal,0.5,Ketone biosynth
bam,0.5,Ketone biosynth
bam,0.615384615385,Ketone biosynth
bam,0.222222222222,Ketone biosynth
bam,0.666666666667,Ketone biosynth
bam,0.416666666667,Ketone biosynth
rso,0.615384615385,Ketone biosynth
rso,0.277777777778,Ketone biosynth
rso,0.5,Ketone biosynth
pst,0.615384615385,Ketone biosynth
pst,0.5,Ketone biosynth
tmr,0.666666666667,Ketone biosynth
tmr,0.416666666667,Ketone biosynth
tmr,0.166666666667,Ketone biosynth
tmr,0.384615384615,Ketone biosynth
brm,0.333333333333,Ketone biosynth
nha,0.615384615385,Ketone biosynth
nha,0.5,Ketone biosynth
nha,0.333333333333,Ketone biosynth
mlo,0.5,Ketone biosynth
mlo,0.333333333333,Ketone biosynth
mlo,0.5,Ketone biosynth
mlo,0.615384615385,Ketone biosynth
cgt,0.0555555555556,Ketone biosynth
cgt,0.166666666667,Ketone biosynth
cgt,0.333333333333,Ketone biosynth
ban,0.5,Ketone biosynth
ban,0.222222222222,Ketone biosynth
ban,0.538461538462,Ketone biosynth
ban,0.666666666667,Ketone biosynth
siy,0.333333333333,Ketone biosynth
dra,0.5,Ketone biosynth
jan,0.5,Ketone biosynth
jan,0.5,Ketone biosynth
psu,0.222222222222,Ketone biosynth
sam,0.111111111111,Ketone biosynth
tpr,0.230769230769,Ketone biosynth
dsy,0.461538461538,Ketone biosynth
dsy,0.5,Ketone biosynth
dsy,0.333333333333,Ketone biosynth
dsy,0.416666666667,Ketone biosynth
dsy,0.166666666667,Ketone biosynth
bmr,0.615384615385,Ketone biosynth
mlu,0.111111111111,Ketone biosynth
mlu,0.5,Ketone biosynth
mlu,0.230769230769,Ketone biosynth
mlu,0.333333333333,Ketone biosynth
mlu,0.25,Ketone biosynth
rsp,0.666666666667,Ketone biosynth
opr,0.166666666667,Ketone biosynth
opr,0.416666666667,Ketone biosynth
opr,0.666666666667,Ketone biosynth
fri,0.222222222222,Ketone biosynth
fri,0.666666666667,Ketone biosynth
fri,0.384615384615,Ketone biosynth
fri,0.5,Ketone biosynth
bar,0.666666666667,Ketone biosynth
bar,0.5,Ketone biosynth
bar,0.538461538462,Ketone biosynth
bar,0.222222222222,Ketone biosynth
bar,0.416666666667,Ketone biosynth
kpe,0.583333333333,Ketone biosynth
fsu,0.5,Ketone biosynth
bms,0.333333333333,Ketone biosynth
bms,0.615384615385,Ketone biosynth
bms,0.222222222222,Ketone biosynth
bms,0.5,Ketone biosynth
bms,0.5,Ketone biosynth
spt,0.615384615385,Ketone biosynth
sfl,0.615384615385,Ketone biosynth
sfl,0.5,Ketone biosynth
sfl,0.333333333333,Ketone biosynth
sfl,0.5,Ketone biosynth
paa,0.538461538462,Ketone biosynth
rsq,0.666666666667,Ketone biosynth
rsq,0.166666666667,Ketone biosynth
dvu,0.461538461538,Ketone biosynth
dvu,0.5,Ketone biosynth
dvu,0.5,Ketone biosynth
tra,0.222222222222,Ketone biosynth
bat,0.5,Ketone biosynth
bat,0.666666666667,Ketone biosynth
bat,0.538461538462,Ketone biosynth
ecl,0.5,Ketone biosynth
bsu,0.538461538462,Ketone biosynth
mmc,0.666666666667,Ketone biosynth
bov,0.5,Ketone biosynth
gvg,0.166666666667,Ketone biosynth
ftf,0.538461538462,Ketone biosynth
ftf,0.416666666667,Ketone biosynth
ftf,0.166666666667,Ketone biosynth
dze,0.615384615385,Ketone biosynth
dze,0.5,Ketone biosynth
dze,0.277777777778,Ketone biosynth
dze,0.5,Ketone biosynth
eam,0.5,Ketone biosynth
eam,0.416666666667,Ketone biosynth
eam,0.277777777778,Ketone biosynth
eam,0.333333333333,Ketone biosynth
eam,0.615384615385,Ketone biosynth
bpa,0.416666666667,Ketone biosynth
bpa,0.538461538462,Ketone biosynth
mmi,0.277777777778,Ketone biosynth
mmi,0.5,Ketone biosynth
mmi,1,Ketone biosynth
mmi,0.25,Ketone biosynth
pae,0.5,Ketone biosynth
pae,0.666666666667,Ketone biosynth
pae,0.615384615385,Ketone biosynth
btb,0.666666666667,Ketone biosynth
btb,0.5,Ketone biosynth
fth,0.538461538462,Ketone biosynth
fth,0.166666666667,Ketone biosynth
fth,0.5,Ketone biosynth
fth,0.416666666667,Ketone biosynth
yps,0.416666666667,Ketone biosynth
yps,0.222222222222,Ketone biosynth
yps,0.5,Ketone biosynth
bll,0.5,Ketone biosynth
spz,0.666666666667,Ketone biosynth
bav,0.666666666667,Ketone biosynth
spz,0.416666666667,Ketone biosynth
spb,0.538461538462,Ketone biosynth
bcx,0.222222222222,Ketone biosynth
bcx,0.5,Ketone biosynth
bcx,0.666666666667,Ketone biosynth
bcx,0.416666666667,Ketone biosynth
pwa,0.5,Ketone biosynth
pai,0.111111111111,Ketone biosynth
pai,0.5,Ketone biosynth
pai,0.0833333333333,Ketone biosynth
ftl,0.416666666667,Ketone biosynth
eat,0.538461538462,Ketone biosynth
eat,0.416666666667,Ketone biosynth
eat,0.166666666667,Ketone biosynth
bpe,0.5,Ketone biosynth
mtt,0.416666666667,Ketone biosynth
bpe,0.666666666667,Ketone biosynth
mtt,0.5,Ketone biosynth
ftm,0.416666666667,Ketone biosynth
rxy,0.277777777778,Ketone biosynth
rxy,0.666666666667,Ketone biosynth
xfn,0.615384615385,Ketone biosynth
rxy,0.538461538462,Ketone biosynth
rxy,0.5,Ketone biosynth
bay,0.222222222222,Ketone biosynth
bay,0.5,Ketone biosynth
bay,0.538461538462,Ketone biosynth
bay,0.5,Ketone biosynth
bay,1,Ketone biosynth
bph,0.277777777778,Ketone biosynth
bph,0.583333333333,Ketone biosynth
bph,0.615384615385,Ketone biosynth
sfx,0.333333333333,Ketone biosynth
sfx,0.615384615385,Ketone biosynth
blt,0.0769230769231,Ketone biosynth
ftu,0.5,Ketone biosynth
eay,0.615384615385,Ketone biosynth
eay,0.277777777778,Ketone biosynth
eay,0.333333333333,Ketone biosynth
bba,0.230769230769,Ketone biosynth
bba,0.5,Ketone biosynth
bba,0.25,Ketone biosynth
bba,0.666666666667,Ketone biosynth
bba,0.222222222222,Ketone biosynth
pam,0.615384615385,Ketone biosynth
pam,0.5,Ketone biosynth
vsa,0.416666666667,Ketone biosynth
pfs,0.388888888889,Ketone biosynth
pfs,0.615384615385,Ketone biosynth
ppr,0.5,Ketone biosynth
ppr,0.615384615385,Ketone biosynth
sma,0.384615384615,Ketone biosynth
sma,0.416666666667,Ketone biosynth
bpm,0.277777777778,Ketone biosynth
bpm,1,Ketone biosynth
bpm,0.538461538462,Ketone biosynth
bcz,0.666666666667,Ketone biosynth
bcz,0.538461538462,Ketone biosynth
vvm,0.666666666667,Ketone biosynth
pao,0.277777777778,Ketone biosynth
eta,0.333333333333,Ketone biosynth
sed,0.333333333333,Ketone biosynth
xne,0.5,Ketone biosynth
sab,0.5,Ketone biosynth
sab,0.5,Ketone biosynth
gym,0.416666666667,Ketone biosynth
gau,0.538461538462,Ketone biosynth
gau,0.416666666667,Ketone biosynth
gau,0.333333333333,Ketone biosynth
gau,0.277777777778,Ketone biosynth
gau,0.5,Ketone biosynth
sac,0.416666666667,Ketone biosynth
pap,0.5,Ketone biosynth
bbe,0.222222222222,Ketone biosynth
sac,0.111111111111,Ketone biosynth
ttu,0.5,Ketone biosynth
ttu,0.666666666667,Ketone biosynth
bfa,0.25,Ketone biosynth
bmb,0.166666666667,Ketone biosynth
cte,0.5,Ketone biosynth
bmb,0.5,Ketone biosynth
gbm,0.416666666667,Ketone biosynth
gbm,0.333333333333,Ketone biosynth
gbm,0.166666666667,Ketone biosynth
bbi,0.5,Ketone biosynth
pha,0.5,Ketone biosynth
btu,0.5,Ketone biosynth
btu,0.666666666667,Ketone biosynth
ecx,0.615384615385,Ketone biosynth
mpa,0.277777777778,Ketone biosynth
mpa,0.166666666667,Ketone biosynth
mpa,0.307692307692,Ketone biosynth
mpa,0.666666666667,Ketone biosynth
mpa,0.5,Ketone biosynth
ebi,0.615384615385,Ketone biosynth
ebi,0.5,Ketone biosynth
ebi,0.416666666667,Ketone biosynth
sme,0.615384615385,Ketone biosynth
sme,0.222222222222,Ketone biosynth
lpa,0.615384615385,Ketone biosynth
bbp,0.166666666667,Ketone biosynth
cti,0.5,Ketone biosynth
hba,0.5,Ketone biosynth
saw,0.416666666667,Ketone biosynth
saw,0.111111111111,Ketone biosynth
shm,0.5,Ketone biosynth
shm,0.666666666667,Ketone biosynth
bpr,0.277777777778,Ketone biosynth
bbr,0.5,Ketone biosynth
bbr,0.538461538462,Ketone biosynth
bbr,0.333333333333,Ketone biosynth
bbr,0.666666666667,Ketone biosynth
sae,0.5,Ketone biosynth
sae,0.666666666667,Ketone biosynth
sae,0.538461538462,Ketone biosynth
sae,0.111111111111,Ketone biosynth
etw,0.615384615385,Ketone biosynth
gbr,0.5,Ketone biosynth
gbr,0.230769230769,Ketone biosynth
gbr,0.666666666667,Ketone biosynth
bga,0.5,Ketone biosynth
hse,0.277777777778,Ketone biosynth
hse,0.5,Ketone biosynth
hse,0.5,Ketone biosynth
vvy,0.666666666667,Ketone biosynth
din,0.333333333333,Ketone biosynth
din,0.111111111111,Ketone biosynth
seh,0.615384615385,Ketone biosynth
cdi,0.0833333333333,Ketone biosynth
pas,0.111111111111,Ketone biosynth
ebr,0.5,Ketone biosynth
mra,0.5,Ketone biosynth
bbt,0.666666666667,Ketone biosynth
bbt,0.5,Ketone biosynth
mra,0.333333333333,Ketone biosynth
saf,0.538461538462,Ketone biosynth
vap,0.5,Ketone biosynth
bge,0.615384615385,Ketone biosynth
bps,0.538461538462,Ketone biosynth
bps,0.277777777778,Ketone biosynth
bps,0.5,Ketone biosynth
ebw,0.615384615385,Ketone biosynth
hbo,0.666666666667,Ketone biosynth
ebw,0.5,Ketone biosynth
ebw,0.277777777778,Ketone biosynth
ebw,0.5,Ketone biosynth
mrb,0.416666666667,Ketone biosynth
mrb,0.166666666667,Ketone biosynth
mrb,0.538461538462,Ketone biosynth
gct,0.277777777778,Ketone biosynth
pat,0.388888888889,Ketone biosynth
pat,0.5,Ketone biosynth
bpu,0.5,Ketone biosynth
bpu,0.5,Ketone biosynth
bpu,0.538461538462,Ketone biosynth
bpu,0.666666666667,Ketone biosynth
bpu,0.222222222222,Ketone biosynth
eca,0.615384615385,Ketone biosynth
eca,0.333333333333,Ketone biosynth
eca,0.222222222222,Ketone biosynth
eca,0.5,Ketone biosynth
geb,0.5,Ketone biosynth
ssm,0.5,Ketone biosynth
pau,0.615384615385,Ketone biosynth
sil,0.5,Ketone biosynth
sil,0.277777777778,Ketone biosynth
sil,0.615384615385,Ketone biosynth
bca,0.666666666667,Ketone biosynth
bca,0.5,Ketone biosynth
bca,0.222222222222,Ketone biosynth
bca,0.416666666667,Ketone biosynth
pma,0.5,Ketone biosynth
pma,0.416666666667,Ketone biosynth
cfl,0.111111111111,Ketone biosynth
eoj,0.333333333333,Ketone biosynth
nwi,0.615384615385,Ketone biosynth
pmh,0.5,Ketone biosynth
pmh,0.416666666667,Ketone biosynth
pmh,0.538461538462,Ketone biosynth
vcj,0.416666666667,Ketone biosynth
vcj,0.615384615385,Ketone biosynth
ecc,0.5,Ketone biosynth
fjo,1,Ketone biosynth
fjo,0.222222222222,Ketone biosynth
ecc,0.277777777778,Ketone biosynth
ecc,0.615384615385,Ketone biosynth
emi,0.153846153846,Ketone biosynth
sek,0.5,Ketone biosynth
emi,0.166666666667,Ketone biosynth
pmi,0.416666666667,Ketone biosynth
wvi,0.583333333333,Ketone biosynth
gem,0.538461538462,Ketone biosynth
sai,0.0833333333333,Ketone biosynth
gem,0.166666666667,Ketone biosynth
gem,0.416666666667,Ketone biosynth
enc,0.5,Ketone biosynth
sso,0.0833333333333,Ketone biosynth
sso,0.333333333333,Ketone biosynth
pay,0.333333333333,Ketone biosynth
pay,0.615384615385,Ketone biosynth
pay,0.388888888889,Ketone biosynth
pay,0.5,Ketone biosynth
pay,0.5,Ketone biosynth
sim,0.5,Ketone biosynth
sin,0.0833333333333,Ketone biosynth
sin,0.333333333333,Ketone biosynth
sin,0.0555555555556,Ketone biosynth
vcm,0.333333333333,Ketone biosynth
bce,0.666666666667,Ketone biosynth
bce,0.5,Ketone biosynth
ilo,0.666666666667,Ketone biosynth
msu,0.538461538462,Ketone biosynth
saj,0.666666666667,Ketone biosynth
ilo,0.277777777778,Ketone biosynth
cgb,0.333333333333,Ketone biosynth
saj,0.111111111111,Ketone biosynth
msv,0.5,Ketone biosynth
msv,0.666666666667,Ketone biosynth
msv,0.416666666667,Ketone biosynth
sis,0.5,Ketone biosynth
gka,0.666666666667,Ketone biosynth
bra,0.615384615385,Ketone biosynth
bra,0.222222222222,Ketone biosynth
nfa,0.277777777778,Ketone biosynth
nfa,0.25,Ketone biosynth
bra,0.5,Ketone biosynth
ece,0.615384615385,Ketone biosynth
pca,0.5,Ketone biosynth
bre,0.666666666667,Ketone biosynth
bre,0.5,Ketone biosynth
brh,0.5,Ketone biosynth
psp,0.5,Ketone biosynth
bhr,0.666666666667,Ketone biosynth
bhr,0.5,Ketone biosynth
cgl,0.5,Ketone biosynth
xau,0.615384615385,Ketone biosynth
xau,0.222222222222,Ketone biosynth
hil,0.538461538462,Ketone biosynth
xau,0.5,Ketone biosynth
vex,0.615384615385,Ketone biosynth
mta,0.5,Ketone biosynth
cpc,0.416666666667,Ketone biosynth
vex,0.666666666667,Ketone biosynth
vex,0.416666666667,Ketone biosynth
gmc,0.222222222222,Ketone biosynth
gmc,0.583333333333,Ketone biosynth
gmc,0.5,Ketone biosynth
sal,0.222222222222,Ketone biosynth
gmc,0.538461538462,Ketone biosynth
pcr,0.666666666667,Ketone biosynth
pcr,0.5,Ketone biosynth
ecf,0.5,Ketone biosynth
pcr,0.277777777778,Ketone biosynth
sit,0.5,Ketone biosynth
sit,0.5,Ketone biosynth
brm,0.5,Ketone biosynth
brm,0.416666666667,Ketone biosynth
brm,0.307692307692,Ketone biosynth
nha,0.5,Ketone biosynth
fra,0.222222222222,Ketone biosynth
fra,0.333333333333,Ketone biosynth
syc,0.416666666667,Ketone biosynth
nha,0.277777777778,Ketone biosynth
hip,0.538461538462,Ketone biosynth
hip,0.5,Ketone biosynth
bja,0.5,Ketone biosynth
vfi,0.277777777778,Ketone biosynth
xbo,0.5,Ketone biosynth
pct,0.333333333333,Ketone biosynth
pct,0.615384615385,Ketone biosynth
eci,0.277777777778,Ketone biosynth
pct,0.222222222222,Ketone biosynth
pct,0.5,Ketone biosynth
syd,0.5,Ketone biosynth
gme,0.166666666667,Ketone biosynth
gme,0.5,Ketone biosynth
siy,0.5,Ketone biosynth
blb,0.166666666667,Ketone biosynth
eoi,0.615384615385,Ketone biosynth
sam,0.666666666667,Ketone biosynth
sam,0.538461538462,Ketone biosynth
mtc,0.5,Ketone biosynth
mtc,0.222222222222,Ketone biosynth
mtc,0.307692307692,Ketone biosynth
bcn,0.222222222222,Ketone biosynth
bcn,0.615384615385,Ketone biosynth
bcn,0.5,Ketone biosynth
vfm,0.222222222222,Ketone biosynth
gsu,0.5,Ketone biosynth
sde,0.5,Ketone biosynth
xca,0.666666666667,Ketone biosynth
pdi,0.307692307692,Ketone biosynth
eoj,0.5,Ketone biosynth
sjp,0.5,Ketone biosynth
eoj,0.615384615385,Ketone biosynth
ppr,0.416666666667,Ketone biosynth
sjp,0.538461538462,Ketone biosynth
gur,0.5,Ketone biosynth
gur,0.333333333333,Ketone biosynth
gur,0.416666666667,Ketone biosynth
gur,0.538461538462,Ketone biosynth
gur,0.166666666667,Ketone biosynth
pnu,0.666666666667,Ketone biosynth
pnu,0.538461538462,Ketone biosynth
sdn,0.277777777778,Ketone biosynth
dte,0.416666666667,Ketone biosynth
pen,0.666666666667,Ketone biosynth
pen,0.416666666667,Ketone biosynth
pen,0.5,Ketone biosynth
pen,0.615384615385,Ketone biosynth
pen,0.277777777778,Ketone biosynth
xcb,0.5,Ketone biosynth
soz,0.538461538462,Ketone biosynth
sth,0.333333333333,Ketone biosynth
sao,0.538461538462,Ketone biosynth
sao,0.416666666667,Ketone biosynth
sao,0.5,Ketone biosynth
sao,0.666666666667,Ketone biosynth
sao,0.111111111111,Ketone biosynth
blf,0.0769230769231,Ketone biosynth
blf,0.166666666667,Ketone biosynth
eok,0.222222222222,Ketone biosynth
syr,0.5,Ketone biosynth
sti,0.166666666667,Ketone biosynth
sti,0.5,Ketone biosynth
ecl,0.615384615385,Ketone biosynth
rpc,0.615384615385,Ketone biosynth
bov,0.666666666667,Ketone biosynth
bsu,0.5,Ketone biosynth
bsu,1,Ketone biosynth
xcc,0.5,Ketone biosynth
xcc,0.615384615385,Ketone biosynth
xcc,0.416666666667,Ketone biosynth
ske,0.333333333333,Ketone biosynth
ske,0.111111111111,Ketone biosynth
ske,0.5,Ketone biosynth
pfl,0.5,Ketone biosynth
mts,0.333333333333,Ketone biosynth
mts,0.5,Ketone biosynth
mts,0.230769230769,Ketone biosynth
mts,0.166666666667,Ketone biosynth
mts,0.25,Ketone biosynth
sku,0.5,Ketone biosynth
sku,0.538461538462,Ketone biosynth
sar,0.111111111111,Ketone biosynth
sar,0.416666666667,Ketone biosynth
sar,0.666666666667,Ketone biosynth
sar,0.5,Ketone biosynth
gvi,0.5,Ketone biosynth
gvi,0.538461538462,Ketone biosynth
nma,0.5,Ketone biosynth
btb,0.222222222222,Ketone biosynth
xcv,0.666666666667,Ketone biosynth
xcv,0.615384615385,Ketone biosynth
btb,0.538461538462,Ketone biosynth
ppf,0.666666666667,Ketone biosynth
pfo,0.388888888889,Ketone biosynth
pfo,0.615384615385,Ketone biosynth
pfo,0.5,Ketone biosynth
eco,0.615384615385,Ketone biosynth
eco,0.277777777778,Ketone biosynth
spz,0.0555555555556,Ketone biosynth
bll,0.0769230769231,Ketone biosynth
bll,0.166666666667,Ketone biosynth
spb,0.666666666667,Ketone biosynth
nmg,0.166666666667,Ketone biosynth
spb,0.416666666667,Ketone biosynth
sas,0.538461538462,Ketone biosynth
tte,0.5,Ketone biosynth
tte,0.416666666667,Ketone biosynth
gwc,0.538461538462,Ketone biosynth
gwc,0.666666666667,Ketone biosynth
gwc,0.5,Ketone biosynth
gwc,0.277777777778,Ketone biosynth
ecp,0.333333333333,Ketone biosynth
ecp,0.615384615385,Ketone biosynth
ecp,0.5,Ketone biosynth
ecp,0.222222222222,Ketone biosynth
ecp,0.5,Ketone biosynth
bln,0.5,Ketone biosynth
mtt,0.666666666667,Ketone biosynth
bln,0.0769230769231,Ketone biosynth
vpe,0.5,Ketone biosynth
xfn,0.5,Ketone biosynth
xfn,0.416666666667,Ketone biosynth
ftm,0.166666666667,Ketone biosynth
mca,0.5,Ketone biosynth
spc,0.666666666667,Ketone biosynth
slt,0.615384615385,Ketone biosynth
sat,0.307692307692,Ketone biosynth
sat,0.166666666667,Ketone biosynth
slt,0.5,Ketone biosynth
sec,0.277777777778,Ketone biosynth
sat,0.416666666667,Ketone biosynth
bth,0.307692307692,Ketone biosynth
mtu,0.333333333333,Ketone biosynth
mtu,0.307692307692,Ketone biosynth
bth,0.5,Ketone biosynth
xft,0.615384615385,Ketone biosynth
nmu,0.222222222222,Ketone biosynth
gyc,0.666666666667,Ketone biosynth
gyc,0.5,Ketone biosynth
bcy,0.222222222222,Ketone biosynth
bcy,0.538461538462,Ketone biosynth
bcy,0.5,Ketone biosynth
ecs,0.222222222222,Ketone biosynth
ecs,0.5,Ketone biosynth
ecs,0.5,Ketone biosynth
ecs,0.333333333333,Ketone biosynth
btk,0.538461538462,Ketone biosynth
noc,0.166666666667,Ketone biosynth
sau,0.111111111111,Ketone biosynth
ppr,0.277777777778,Ketone biosynth
bgl,0.5,Ketone biosynth
sma,0.666666666667,Ketone biosynth
tfu,0.5,Ketone biosynth
chl,0.666666666667,Ketone biosynth
spe,0.416666666667,Ketone biosynth
vvm,0.5,Ketone biosynth
vvm,0.615384615385,Ketone biosynth
eta,0.5,Ketone biosynth
eta,0.277777777778,Ketone biosynth
eta,0.615384615385,Ketone biosynth
vvm,0.277777777778,Ketone biosynth
deh,0.5,Ketone biosynth
pao,0.615384615385,Ketone biosynth
pao,0.5,Ketone biosynth
pao,0.5,Ketone biosynth
sab,0.111111111111,Ketone biosynth
ica,0.666666666667,Ketone biosynth
ecw,0.277777777778,Ketone biosynth
ecw,0.333333333333,Ketone biosynth
bdu,0.666666666667,Ketone biosynth
bdu,0.5,Ketone biosynth
mxa,0.5,Ketone biosynth
sav,0.5,Ketone biosynth
sav,0.416666666667,Ketone biosynth
sav,0.538461538462,Ketone biosynth
smd,0.666666666667,Ketone biosynth
smd,0.5,Ketone biosynth
bfa,0.5,Ketone biosynth
bmb,0.615384615385,Ketone biosynth
pgn,0.230769230769,Ketone biosynth
bmb,0.5,Ketone biosynth
nam,0.538461538462,Ketone biosynth
bmb,0.666666666667,Ketone biosynth
etr,0.5,Ketone biosynth
cco,0.615384615385,Ketone biosynth
hal,0.111111111111,Ketone biosynth
